airportcode,passengers2019,quarter,fareinflationadj,winter,spring,summer,fall,northeast,midwest,south,west
PDX," 481,330 ",5,362.76,1,0,0,0,0,0,0,1
TPA," 452,816 ",5,332.92,1,0,0,0,0,0,1,0
AUS," 412,378 ",5,405.93,1,0,0,0,0,0,1,0
SLC," 391,333 ",5,425.64,1,0,0,0,0,0,0,1
CLT," 386,574 ",5,487.37,1,0,0,0,0,0,1,0
SJC," 384,362 ",5,342.80,1,0,0,0,0,0,0,1
RDU," 364,230 ",5,405.69,1,0,0,0,0,0,1,0
MIA," 353,159 ",5,340.08,1,0,0,0,0,0,1,0
SMF," 353,135 ",5,383.00,1,0,0,0,0,0,0,1
BNA," 351,195 ",5,410.37,1,0,0,0,0,0,1,0
MDW," 339,365 ",5,317.89,1,0,0,0,0,1,0,0
OAK," 330,576 ",5,324.71,1,0,0,0,0,0,0,1
STL," 315,638 ",5,399.14,1,0,0,0,0,1,0,0
MCI," 299,998 ",5,406.75,1,0,0,0,0,1,0,0
HNL," 295,221 ",5,388.89,1,0,0,0,0,0,0,1
IAD," 283,462 ",5,496.67,1,0,0,0,0,0,1,0
DAL," 279,833 ",5,289.79,1,0,0,0,0,0,1,0
CLE," 275,412 ",5,377.95,1,0,0,0,0,1,0,0
MSY," 267,473 ",5,352.17,1,0,0,0,0,0,1,0
IND," 266,197 ",5,386.54,1,0,0,0,0,1,0,0
PIT," 264,483 ",5,420.56,1,0,0,0,1,0,0,0
SNA," 253,110 ",5,388.81,1,0,0,0,0,0,0,1
CVG," 250,926 ",5,466.60,1,0,0,0,0,1,0,0
SAT," 238,614 ",5,426.54,1,0,0,0,0,0,1,0
HOU," 235,116 ",5,362.93,1,0,0,0,0,0,1,0
CMH," 231,767 ",5,421.14,1,0,0,0,0,1,0,0
BDL," 206,307 ",5,420.06,1,0,0,0,1,0,0,0
SJU," 200,811 ",5,327.74,1,0,0,0,0,0,1,0
MKE," 196,915 ",5,382.92,1,0,0,0,0,1,0,0
RSW," 178,463 ",5,311.23,1,0,0,0,0,0,1,0
JAX," 172,463 ",5,419.32,1,0,0,0,0,0,1,0
BUR," 167,487 ",5,311.33,1,0,0,0,0,0,0,1
PBI," 158,587 ",5,342.04,1,0,0,0,0,0,1,0
ONT," 157,682 ",5,375.44,1,0,0,0,0,0,0,1
BUF," 144,958 ",5,365.02,1,0,0,0,1,0,0,0
OMA," 140,073 ",5,437.19,1,0,0,0,0,1,0,0
ABQ," 128,946 ",5,405.30,1,0,0,0,0,0,0,1
RIC," 126,251 ",5,460.68,1,0,0,0,0,0,1,0
MEM," 124,411 ",5,432.46,1,0,0,0,0,0,1,0
PVD," 117,256 ",5,379.03,1,0,0,0,1,0,0,0
OKC," 117,098 ",5,449.47,1,0,0,0,0,0,1,0
BOI," 112,882 ",5,386.73,1,0,0,0,0,0,0,1
ORF," 109,959 ",5,472.59,1,0,0,0,0,0,1,0
GRR," 108,277 ",5,435.85,1,0,0,0,0,1,0,0
SDF," 107,604 ",5,457.11,1,0,0,0,0,0,1,0
GEG," 107,090 ",5,387.65,1,0,0,0,0,0,0,1
CHS," 106,675 ",5,413.39,1,0,0,0,0,0,1,0
ANC," 106,205 ",5,497.91,1,0,0,0,0,0,0,1
RNO," 101,528 ",5,386.96,1,0,0,0,0,0,0,1
LGB," 99,852 ",5,246.21,1,0,0,0,0,0,0,1
OGG," 99,815 ",5,332.40,1,0,0,0,0,0,0,1
ELP," 97,152 ",5,432.88,1,0,0,0,0,0,1,0
TUS," 96,391 ",5,420.80,1,0,0,0,0,0,0,1
ALB," 89,018 ",5,426.21,1,0,0,0,1,0,0,0
DSM," 83,986 ",5,427.60,1,0,0,0,0,1,0,0
BHM," 83,344 ",5,486.73,1,0,0,0,0,0,1,0
TUL," 81,978 ",5,458.01,1,0,0,0,0,0,1,0
SYR," 77,477 ",5,445.11,1,0,0,0,1,0,0,0
ROC," 76,097 ",5,415.78,1,0,0,0,1,0,0,0
GSP," 68,771 ",5,470.28,1,0,0,0,0,0,1,0
MSN," 67,555 ",5,571.96,1,0,0,0,0,1,0,0
TYS," 65,985 ",5,531.28,1,0,0,0,0,0,1,0
LIT," 59,997 ",5,478.27,1,0,0,0,0,0,1,0
KOA," 58,932 ",5,341.33,1,0,0,0,0,0,0,1
PWM," 58,841 ",5,453.77,1,0,0,0,1,0,0,0
SAV," 58,711 ",5,486.44,1,0,0,0,0,0,1,0
GSO," 56,458 ",5,495.09,1,0,0,0,0,0,1,0
HPN," 55,315 ",5,437.97,1,0,0,0,1,0,0,0
SFB," 52,979 ",5,120.05,1,0,0,0,0,0,1,0
PNS," 51,668 ",5,492.94,1,0,0,0,0,0,1,0
LIH," 50,998 ",5,299.45,1,0,0,0,0,0,0,1
FAT," 50,668 ",5,469.48,1,0,0,0,0,0,0,1
MHT," 50,192 ",5,405.82,1,0,0,0,1,0,0,0
ICT," 49,142 ",5,439.74,1,0,0,0,0,1,0,0
DAY," 46,771 ",5,463.47,1,0,0,0,0,1,0,0
XNA," 46,289 ",5,606.47,1,0,0,0,0,0,1,0
ISP," 46,103 ",5,350.68,1,0,0,0,1,0,0,0
PIE," 44,522 ",5,118.68,1,0,0,0,0,0,1,0
LAX," 1,401,452 ",6,382.79,0,1,0,0,0,0,0,1
ORD," 1,118,136 ",6,336.75,0,1,0,0,0,1,0,0
DEN," 1,035,031 ",6,331.63,0,1,0,0,0,0,0,1
ATL," 980,434 ",6,375.62,0,1,0,0,0,0,1,0
BOS," 935,978 ",6,375.54,0,1,0,0,1,0,0,0
SFO," 912,366 ",6,432.01,0,1,0,0,0,0,0,1
SEA," 902,901 ",6,358.89,0,1,0,0,0,0,0,1
EWR," 849,241 ",6,458.09,0,1,0,0,1,0,0,0
DFW," 819,377 ",6,372.49,0,1,0,0,0,0,1,0
JFK," 760,592 ",6,416.22,0,1,0,0,1,0,0,0
LGA," 720,310 ",6,354.42,0,1,0,0,1,0,0,0
MCO," 709,887 ",6,276.18,0,1,0,0,0,0,1,0
PHX," 701,600 ",6,357.48,0,1,0,0,0,0,0,1
MSP," 644,236 ",6,408.59,0,1,0,0,0,1,0,0
LAS," 631,585 ",6,247.38,0,1,0,0,0,0,0,1
PHL," 607,992 ",6,388.42,0,1,0,0,1,0,0,0
SAN," 568,746 ",6,384.04,0,1,0,0,0,0,0,1
DTW," 565,317 ",6,399.97,0,1,0,0,0,1,0,0
FLL," 536,275 ",6,255.71,0,1,0,0,0,0,1,0
BWI," 536,148 ",6,337.50,0,1,0,0,0,0,1,0
DCA," 516,863 ",6,362.98,0,1,0,0,0,0,1,0
IAH," 498,139 ",6,456.49,0,1,0,0,0,0,1,0
PDX," 481,330 ",6,353.18,0,1,0,0,0,0,0,1
TPA," 452,816 ",6,331.90,0,1,0,0,0,0,1,0
AUS," 412,378 ",6,399.66,0,1,0,0,0,0,1,0
SLC," 391,333 ",6,399.98,0,1,0,0,0,0,0,1
CLT," 386,574 ",6,440.32,0,1,0,0,0,0,1,0
SJC," 384,362 ",6,350.11,0,1,0,0,0,0,0,1
RDU," 364,230 ",6,380.03,0,1,0,0,0,0,1,0
MIA," 353,159 ",6,320.93,0,1,0,0,0,0,1,0
SMF," 353,135 ",6,399.14,0,1,0,0,0,0,0,1
BNA," 351,195 ",6,389.76,0,1,0,0,0,0,1,0
MDW," 339,365 ",6,301.51,0,1,0,0,0,1,0,0
OAK," 330,576 ",6,336.26,0,1,0,0,0,0,0,1
STL," 315,638 ",6,393.39,0,1,0,0,0,1,0,0
MCI," 299,998 ",6,381.30,0,1,0,0,0,1,0,0
HNL," 295,221 ",6,422.63,0,1,0,0,0,0,0,1
IAD," 283,462 ",6,459.94,0,1,0,0,0,0,1,0
DAL," 279,833 ",6,299.42,0,1,0,0,0,0,1,0
CLE," 275,412 ",6,359.35,0,1,0,0,0,1,0,0
MSY," 267,473 ",6,348.90,0,1,0,0,0,0,1,0
IND," 266,197 ",6,375.56,0,1,0,0,0,1,0,0
PIT," 264,483 ",6,407.14,0,1,0,0,1,0,0,0
SNA," 253,110 ",6,388.19,0,1,0,0,0,0,0,1
CVG," 250,926 ",6,404.46,0,1,0,0,0,1,0,0
SAT," 238,614 ",6,413.54,0,1,0,0,0,0,1,0
HOU," 235,116 ",6,367.23,0,1,0,0,0,0,1,0
CMH," 231,767 ",6,392.63,0,1,0,0,0,1,0,0
BDL," 206,307 ",6,418.72,0,1,0,0,1,0,0,0
SJU," 200,811 ",6,299.67,0,1,0,0,0,0,1,0
MKE," 196,915 ",6,352.75,0,1,0,0,0,1,0,0
RSW," 178,463 ",6,329.15,0,1,0,0,0,0,1,0
JAX," 172,463 ",6,404.11,0,1,0,0,0,0,1,0
BUR," 167,487 ",6,312.90,0,1,0,0,0,0,0,1
PBI," 158,587 ",6,331.16,0,1,0,0,0,0,1,0
ONT," 157,682 ",6,383.48,0,1,0,0,0,0,0,1
BUF," 144,958 ",6,332.05,0,1,0,0,1,0,0,0
OMA," 140,073 ",6,411.93,0,1,0,0,0,1,0,0
ABQ," 128,946 ",6,413.57,0,1,0,0,0,0,0,1
RIC," 126,251 ",6,452.77,0,1,0,0,0,0,1,0
MEM," 124,411 ",6,417.92,0,1,0,0,0,0,1,0
PVD," 117,256 ",6,387.56,0,1,0,0,1,0,0,0
OKC," 117,098 ",6,439.59,0,1,0,0,0,0,1,0
BOI," 112,882 ",6,375.06,0,1,0,0,0,0,0,1
ORF," 109,959 ",6,460.18,0,1,0,0,0,0,1,0
GRR," 108,277 ",6,436.73,0,1,0,0,0,1,0,0
SDF," 107,604 ",6,470.29,0,1,0,0,0,0,1,0
GEG," 107,090 ",6,395.04,0,1,0,0,0,0,0,1
CHS," 106,675 ",6,397.08,0,1,0,0,0,0,1,0
ANC," 106,205 ",6,443.66,0,1,0,0,0,0,0,1
RNO," 101,528 ",6,379.94,0,1,0,0,0,0,0,1
LGB," 99,852 ",6,245.86,0,1,0,0,0,0,0,1
OGG," 99,815 ",6,344.47,0,1,0,0,0,0,0,1
ELP," 97,152 ",6,431.62,0,1,0,0,0,0,1,0
TUS," 96,391 ",6,422.92,0,1,0,0,0,0,0,1
ALB," 89,018 ",6,428.98,0,1,0,0,1,0,0,0
DSM," 83,986 ",6,400.35,0,1,0,0,0,1,0,0
BHM," 83,344 ",6,476.93,0,1,0,0,0,0,1,0
TUL," 81,978 ",6,448.60,0,1,0,0,0,0,1,0
SYR," 77,477 ",6,450.08,0,1,0,0,1,0,0,0
ROC," 76,097 ",6,393.02,0,1,0,0,1,0,0,0
GSP," 68,771 ",6,451.05,0,1,0,0,0,0,1,0
MSN," 67,555 ",6,511.08,0,1,0,0,0,1,0,0
TYS," 65,985 ",6,490.43,0,1,0,0,0,0,1,0
LIT," 59,997 ",6,466.74,0,1,0,0,0,0,1,0
KOA," 58,932 ",6,347.78,0,1,0,0,0,0,0,1
PWM," 58,841 ",6,446.95,0,1,0,0,1,0,0,0
SAV," 58,711 ",6,424.57,0,1,0,0,0,0,1,0
GSO," 56,458 ",6,476.76,0,1,0,0,0,0,1,0
HPN," 55,315 ",6,403.20,0,1,0,0,1,0,0,0
SFB," 52,979 ",6,102.36,0,1,0,0,0,0,1,0
PNS," 51,668 ",6,483.61,0,1,0,0,0,0,1,0
LIH," 50,998 ",6,318.81,0,1,0,0,0,0,0,1
FAT," 50,668 ",6,469.95,0,1,0,0,0,0,0,1
MHT," 50,192 ",6,405.91,0,1,0,0,1,0,0,0
ICT," 49,142 ",6,408.44,0,1,0,0,0,1,0,0
DAY," 46,771 ",6,441.91,0,1,0,0,0,1,0,0
XNA," 46,289 ",6,548.50,0,1,0,0,0,0,1,0
ISP," 46,103 ",6,333.68,0,1,0,0,1,0,0,0
PIE," 44,522 ",6,103.54,0,1,0,0,0,0,1,0
LAX," 1,401,452 ",7,371.66,0,0,1,0,0,0,0,1
ORD," 1,118,136 ",7,329.44,0,0,1,0,0,1,0,0
DEN," 1,035,031 ",7,328.25,0,0,1,0,0,0,0,1
ATL," 980,434 ",7,368.54,0,0,1,0,0,0,1,0
BOS," 935,978 ",7,362.30,0,0,1,0,1,0,0,0
SFO," 912,366 ",7,407.86,0,0,1,0,0,0,0,1
SEA," 902,901 ",7,342.01,0,0,1,0,0,0,0,1
EWR," 849,241 ",7,457.47,0,0,1,0,1,0,0,0
DFW," 819,377 ",7,369.58,0,0,1,0,0,0,1,0
JFK," 760,592 ",7,422.26,0,0,1,0,1,0,0,0
LGA," 720,310 ",7,342.55,0,0,1,0,1,0,0,0
MCO," 709,887 ",7,267.68,0,0,1,0,0,0,1,0
PHX," 701,600 ",7,342.51,0,0,1,0,0,0,0,1
MSP," 644,236 ",7,400.08,0,0,1,0,0,1,0,0
LAS," 631,585 ",7,238.94,0,0,1,0,0,0,0,1
PHL," 607,992 ",7,387.23,0,0,1,0,1,0,0,0
SAN," 568,746 ",7,374.46,0,0,1,0,0,0,0,1
DTW," 565,317 ",7,394.76,0,0,1,0,0,1,0,0
FLL," 536,275 ",7,257.50,0,0,1,0,0,0,1,0
BWI," 536,148 ",7,337.14,0,0,1,0,0,0,1,0
DCA," 516,863 ",7,357.49,0,0,1,0,0,0,1,0
IAH," 498,139 ",7,457.11,0,0,1,0,0,0,1,0
PDX," 481,330 ",7,334.90,0,0,1,0,0,0,0,1
TPA," 452,816 ",7,343.21,0,0,1,0,0,0,1,0
AUS," 412,378 ",7,389.47,0,0,1,0,0,0,1,0
SLC," 391,333 ",7,383.59,0,0,1,0,0,0,0,1
CLT," 386,574 ",7,439.04,0,0,1,0,0,0,1,0
SJC," 384,362 ",7,346.37,0,0,1,0,0,0,0,1
RDU," 364,230 ",7,369.77,0,0,1,0,0,0,1,0
MIA," 353,159 ",7,325.22,0,0,1,0,0,0,1,0
SMF," 353,135 ",7,386.44,0,0,1,0,0,0,0,1
BNA," 351,195 ",7,369.63,0,0,1,0,0,0,1,0
MDW," 339,365 ",7,288.09,0,0,1,0,0,1,0,0
OAK," 330,576 ",7,325.00,0,0,1,0,0,0,0,1
STL," 315,638 ",7,389.88,0,0,1,0,0,1,0,0
MCI," 299,998 ",7,369.22,0,0,1,0,0,1,0,0
HNL," 295,221 ",7,414.06,0,0,1,0,0,0,0,1
IAD," 283,462 ",7,477.02,0,0,1,0,0,0,1,0
DAL," 279,833 ",7,300.53,0,0,1,0,0,0,1,0
CLE," 275,412 ",7,351.00,0,0,1,0,0,1,0,0
MSY," 267,473 ",7,333.02,0,0,1,0,0,0,1,0
IND," 266,197 ",7,371.34,0,0,1,0,0,1,0,0
PIT," 264,483 ",7,385.42,0,0,1,0,1,0,0,0
SNA," 253,110 ",7,380.71,0,0,1,0,0,0,0,1
CVG," 250,926 ",7,388.58,0,0,1,0,0,1,0,0
SAT," 238,614 ",7,405.26,0,0,1,0,0,0,1,0
HOU," 235,116 ",7,368.53,0,0,1,0,0,0,1,0
CMH," 231,767 ",7,386.78,0,0,1,0,0,1,0,0
BDL," 206,307 ",7,410.61,0,0,1,0,1,0,0,0
SJU," 200,811 ",7,300.08,0,0,1,0,0,0,1,0
MKE," 196,915 ",7,349.10,0,0,1,0,0,1,0,0
RSW," 178,463 ",7,349.78,0,0,1,0,0,0,1,0
JAX," 172,463 ",7,398.21,0,0,1,0,0,0,1,0
BUR," 167,487 ",7,302.11,0,0,1,0,0,0,0,1
PBI," 158,587 ",7,349.40,0,0,1,0,0,0,1,0
ONT," 157,682 ",7,369.03,0,0,1,0,0,0,0,1
BUF," 144,958 ",7,339.82,0,0,1,0,1,0,0,0
OMA," 140,073 ",7,395.36,0,0,1,0,0,1,0,0
ABQ," 128,946 ",7,406.20,0,0,1,0,0,0,0,1
RIC," 126,251 ",7,437.86,0,0,1,0,0,0,1,0
MEM," 124,411 ",7,415.17,0,0,1,0,0,0,1,0
PVD," 117,256 ",7,375.10,0,0,1,0,1,0,0,0
OKC," 117,098 ",7,439.20,0,0,1,0,0,0,1,0
BOI," 112,882 ",7,375.24,0,0,1,0,0,0,0,1
ORF," 109,959 ",7,458.97,0,0,1,0,0,0,1,0
GRR," 108,277 ",7,429.03,0,0,1,0,0,1,0,0
SDF," 107,604 ",7,453.34,0,0,1,0,0,0,1,0
GEG," 107,090 ",7,379.23,0,0,1,0,0,0,0,1
CHS," 106,675 ",7,384.10,0,0,1,0,0,0,1,0
ANC," 106,205 ",7,428.86,0,0,1,0,0,0,0,1
RNO," 101,528 ",7,380.55,0,0,1,0,0,0,0,1
LGB," 99,852 ",7,236.95,0,0,1,0,0,0,0,1
OGG," 99,815 ",7,343.94,0,0,1,0,0,0,0,1
ELP," 97,152 ",7,421.62,0,0,1,0,0,0,1,0
TUS," 96,391 ",7,410.60,0,0,1,0,0,0,0,1
ALB," 89,018 ",7,433.06,0,0,1,0,1,0,0,0
DSM," 83,986 ",7,392.29,0,0,1,0,0,1,0,0
BHM," 83,344 ",7,483.02,0,0,1,0,0,0,1,0
TUL," 81,978 ",7,435.18,0,0,1,0,0,0,1,0
SYR," 77,477 ",7,427.42,0,0,1,0,1,0,0,0
ROC," 76,097 ",7,385.85,0,0,1,0,1,0,0,0
GSP," 68,771 ",7,434.74,0,0,1,0,0,0,1,0
MSN," 67,555 ",7,496.59,0,0,1,0,0,1,0,0
TYS," 65,985 ",7,455.34,0,0,1,0,0,0,1,0
LIT," 59,997 ",7,466.62,0,0,1,0,0,0,1,0
KOA," 58,932 ",7,346.33,0,0,1,0,0,0,0,1
PWM," 58,841 ",7,433.53,0,0,1,0,1,0,0,0
SAV," 58,711 ",7,402.86,0,0,1,0,0,0,1,0
GSO," 56,458 ",7,457.09,0,0,1,0,0,0,1,0
HPN," 55,315 ",7,386.65,0,0,1,0,1,0,0,0
SFB," 52,979 ",7,92.27,0,0,1,0,0,0,1,0
PNS," 51,668 ",7,474.70,0,0,1,0,0,0,1,0
LIH," 50,998 ",7,316.98,0,0,1,0,0,0,0,1
FAT," 50,668 ",7,452.67,0,0,1,0,0,0,0,1
MHT," 50,192 ",7,399.37,0,0,1,0,1,0,0,0
ICT," 49,142 ",7,399.91,0,0,1,0,0,1,0,0
DAY," 46,771 ",7,434.30,0,0,1,0,0,1,0,0
XNA," 46,289 ",7,507.49,0,0,1,0,0,0,1,0
ISP," 46,103 ",7,330.71,0,0,1,0,1,0,0,0
PIE," 44,522 ",7,93.51,0,0,1,0,0,0,1,0
LAX," 1,401,452 ",8,383.49,0,0,0,1,0,0,0,1
ORD," 1,118,136 ",8,335.11,0,0,0,1,0,1,0,0
DEN," 1,035,031 ",8,328.75,0,0,0,1,0,0,0,1
ATL," 980,434 ",8,362.88,0,0,0,1,0,0,1,0
BOS," 935,978 ",8,365.81,0,0,0,1,1,0,0,0
SFO," 912,366 ",8,429.07,0,0,0,1,0,0,0,1
SEA," 902,901 ",8,362.20,0,0,0,1,0,0,0,1
EWR," 849,241 ",8,445.96,0,0,0,1,1,0,0,0
DFW," 819,377 ",8,376.09,0,0,0,1,0,0,1,0
JFK," 760,592 ",8,426.59,0,0,0,1,1,0,0,0
LGA," 720,310 ",8,353.08,0,0,0,1,1,0,0,0
MCO," 709,887 ",8,264.32,0,0,0,1,0,0,1,0
PHX," 701,600 ",8,337.84,0,0,0,1,0,0,0,1
MSP," 644,236 ",8,397.15,0,0,0,1,0,1,0,0
LAS," 631,585 ",8,238.31,0,0,0,1,0,0,0,1
PHL," 607,992 ",8,392.46,0,0,0,1,1,0,0,0
SAN," 568,746 ",8,378.09,0,0,0,1,0,0,0,1
DTW," 565,317 ",8,395.76,0,0,0,1,0,1,0,0
FLL," 536,275 ",8,251.82,0,0,0,1,0,0,1,0
BWI," 536,148 ",8,335.49,0,0,0,1,0,0,1,0
DCA," 516,863 ",8,360.36,0,0,0,1,0,0,1,0
IAH," 498,139 ",8,460.06,0,0,0,1,0,0,1,0
PDX," 481,330 ",8,343.23,0,0,0,1,0,0,0,1
TPA," 452,816 ",8,332.17,0,0,0,1,0,0,1,0
AUS," 412,378 ",8,404.65,0,0,0,1,0,0,1,0
SLC," 391,333 ",8,374.67,0,0,0,1,0,0,0,1
CLT," 386,574 ",8,425.88,0,0,0,1,0,0,1,0
SJC," 384,362 ",8,344.57,0,0,0,1,0,0,0,1
RDU," 364,230 ",8,372.41,0,0,0,1,0,0,1,0
MIA," 353,159 ",8,316.67,0,0,0,1,0,0,1,0
SMF," 353,135 ",8,383.95,0,0,0,1,0,0,0,1
BNA," 351,195 ",8,367.30,0,0,0,1,0,0,1,0
MDW," 339,365 ",8,295.46,0,0,0,1,0,1,0,0
OAK," 330,576 ",8,317.91,0,0,0,1,0,0,0,1
STL," 315,638 ",8,374.98,0,0,0,1,0,1,0,0
MCI," 299,998 ",8,366.78,0,0,0,1,0,1,0,0
HNL," 295,221 ",8,438.25,0,0,0,1,0,0,0,1
IAD," 283,462 ",8,473.72,0,0,0,1,0,0,1,0
DAL," 279,833 ",8,300.99,0,0,0,1,0,0,1,0
CLE," 275,412 ",8,358.80,0,0,0,1,0,1,0,0
MSY," 267,473 ",8,326.86,0,0,0,1,0,0,1,0
IND," 266,197 ",8,373.13,0,0,0,1,0,1,0,0
PIT," 264,483 ",8,397.53,0,0,0,1,1,0,0,0
SNA," 253,110 ",8,377.76,0,0,0,1,0,0,0,1
CVG," 250,926 ",8,392.49,0,0,0,1,0,1,0,0
SAT," 238,614 ",8,412.70,0,0,0,1,0,0,1,0
HOU," 235,116 ",8,361.04,0,0,0,1,0,0,1,0
CMH," 231,767 ",8,384.82,0,0,0,1,0,1,0,0
BDL," 206,307 ",8,404.08,0,0,0,1,1,0,0,0
SJU," 200,811 ",8,300.43,0,0,0,1,0,0,1,0
MKE," 196,915 ",8,360.18,0,0,0,1,0,1,0,0
RSW," 178,463 ",8,328.49,0,0,0,1,0,0,1,0
JAX," 172,463 ",8,387.88,0,0,0,1,0,0,1,0
BUR," 167,487 ",8,293.34,0,0,0,1,0,0,0,1
PBI," 158,587 ",8,340.34,0,0,0,1,0,0,1,0
ONT," 157,682 ",8,347.99,0,0,0,1,0,0,0,1
BUF," 144,958 ",8,331.83,0,0,0,1,1,0,0,0
OMA," 140,073 ",8,390.02,0,0,0,1,0,1,0,0
ABQ," 128,946 ",8,391.81,0,0,0,1,0,0,0,1
RIC," 126,251 ",8,442.84,0,0,0,1,0,0,1,0
MEM," 124,411 ",8,400.29,0,0,0,1,0,0,1,0
PVD," 117,256 ",8,371.34,0,0,0,1,1,0,0,0
OKC," 117,098 ",8,430.65,0,0,0,1,0,0,1,0
BOI," 112,882 ",8,377.80,0,0,0,1,0,0,0,1
ORF," 109,959 ",8,452.53,0,0,0,1,0,0,1,0
GRR," 108,277 ",8,416.35,0,0,0,1,0,1,0,0
SDF," 107,604 ",8,431.48,0,0,0,1,0,0,1,0
GEG," 107,090 ",8,380.75,0,0,0,1,0,0,0,1
CHS," 106,675 ",8,394.47,0,0,0,1,0,0,1,0
ANC," 106,205 ",8,496.88,0,0,0,1,0,0,0,1
RNO," 101,528 ",8,369.28,0,0,0,1,0,0,0,1
LGB," 99,852 ",8,222.81,0,0,0,1,0,0,0,1
OGG," 99,815 ",8,337.59,0,0,0,1,0,0,0,1
ELP," 97,152 ",8,421.34,0,0,0,1,0,0,1,0
TUS," 96,391 ",8,396.20,0,0,0,1,0,0,0,1
ALB," 89,018 ",8,418.48,0,0,0,1,1,0,0,0
DSM," 83,986 ",8,382.83,0,0,0,1,0,1,0,0
BHM," 83,344 ",8,472.30,0,0,0,1,0,0,1,0
TUL," 81,978 ",8,425.58,0,0,0,1,0,0,1,0
SYR," 77,477 ",8,424.68,0,0,0,1,1,0,0,0
ROC," 76,097 ",8,383.72,0,0,0,1,1,0,0,0
GSP," 68,771 ",8,434.43,0,0,0,1,0,0,1,0
MSN," 67,555 ",8,522.92,0,0,0,1,0,1,0,0
TYS," 65,985 ",8,447.33,0,0,0,1,0,0,1,0
LIT," 59,997 ",8,451.67,0,0,0,1,0,0,1,0
KOA," 58,932 ",8,358.23,0,0,0,1,0,0,0,1
PWM," 58,841 ",8,407.31,0,0,0,1,1,0,0,0
SAV," 58,711 ",8,432.60,0,0,0,1,0,0,1,0
GSO," 56,458 ",8,455.02,0,0,0,1,0,0,1,0
HPN," 55,315 ",8,441.96,0,0,0,1,1,0,0,0
SFB," 52,979 ",8,99.38,0,0,0,1,0,0,1,0
PNS," 51,668 ",8,474.63,0,0,0,1,0,0,1,0
LIH," 50,998 ",8,326.06,0,0,0,1,0,0,0,1
FAT," 50,668 ",8,454.57,0,0,0,1,0,0,0,1
MHT," 50,192 ",8,393.30,0,0,0,1,1,0,0,0
ICT," 49,142 ",8,406.74,0,0,0,1,0,1,0,0
DAY," 46,771 ",8,419.68,0,0,0,1,0,1,0,0
XNA," 46,289 ",8,534.85,0,0,0,1,0,0,1,0
ISP," 46,103 ",8,353.65,0,0,0,1,1,0,0,0
PIE," 44,522 ",8,97.57,0,0,0,1,0,0,1,0
LAX," 1,401,452 ",9,362.54,1,0,0,0,0,0,0,1
ORD," 1,118,136 ",9,348.52,1,0,0,0,0,1,0,0
